id,tenant_id,horario_base_id,coach_id,disciplina_id,fecha,hora_inicio,hora_fin,cupo_maximo,asistentes_confirmados,cancelada,created_at,updated_at,wod_id
78,1,71,,3,2026-07-13,18:00:00,19:00:00,50,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
79,1,21,,1,2026-07-13,18:00:00,19:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
80,1,76,,3,2026-07-13,19:00:00,20:00:00,50,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
81,1,199,,5,2026-07-13,19:00:00,20:00:00,12,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
82,1,26,,1,2026-07-13,19:00:00,20:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
83,1,26,,1,2026-07-13,19:00:00,20:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
84,1,76,,3,2026-07-13,19:00:00,20:00:00,50,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
85,1,202,,5,2026-07-13,20:00:00,21:00:00,12,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
86,1,159,,3,2026-07-13,20:00:00,21:00:00,50,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
87,1,31,,1,2026-07-13,20:00:00,21:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
88,1,31,,1,2026-07-13,20:00:00,21:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
89,1,36,,1,2026-07-13,21:00:00,22:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
90,1,36,,1,2026-07-13,21:00:00,22:00:00,16,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
91,1,164,,3,2026-07-13,21:00:00,22:00:00,50,0,False,2026-07-11 19:55:35.691534+00:00,2026-07-11 19:55:35.691534+00:00,
92,1,2,,1,2026-07-14,07:00:00,08:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
93,1,7,,1,2026-07-14,08:00:00,09:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
94,1,12,,1,2026-07-14,09:00:00,10:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
95,1,17,,1,2026-07-14,14:00:00,15:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
96,1,22,,1,2026-07-14,18:00:00,19:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
97,1,27,,1,2026-07-14,19:00:00,20:00:00,16,1,False,2026-07-11 20:46:00.018161+00:00,2026-07-12 00:30:59.600868+00:00,
98,1,32,,1,2026-07-14,20:00:00,21:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
99,1,37,,1,2026-07-14,21:00:00,22:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
100,1,42,,3,2026-07-14,07:00:00,08:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
101,1,47,,3,2026-07-14,08:00:00,09:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
102,1,52,,3,2026-07-14,09:00:00,10:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
103,1,57,,3,2026-07-14,10:00:00,14:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
104,1,62,,3,2026-07-14,14:00:00,15:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
105,1,67,,3,2026-07-14,15:00:00,17:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
106,1,72,,3,2026-07-14,18:00:00,19:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
107,1,77,,3,2026-07-14,19:00:00,20:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
108,1,2,,1,2026-07-14,07:00:00,08:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
109,1,7,,1,2026-07-14,08:00:00,09:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
110,1,12,,1,2026-07-14,09:00:00,10:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
111,1,17,,1,2026-07-14,14:00:00,15:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
112,1,22,,1,2026-07-14,18:00:00,19:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
113,1,27,,1,2026-07-14,19:00:00,20:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
114,1,32,,1,2026-07-14,20:00:00,21:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
115,1,37,,1,2026-07-14,21:00:00,22:00:00,16,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
116,1,42,,3,2026-07-14,07:00:00,08:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
117,1,47,,3,2026-07-14,08:00:00,09:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
118,1,52,,3,2026-07-14,09:00:00,10:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
119,1,57,,3,2026-07-14,10:00:00,14:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
120,1,62,,3,2026-07-14,14:00:00,15:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
121,1,67,,3,2026-07-14,15:00:00,17:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
122,1,72,,3,2026-07-14,18:00:00,19:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
123,1,77,,3,2026-07-14,19:00:00,20:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
124,1,160,,3,2026-07-14,20:00:00,21:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
125,1,165,,3,2026-07-14,21:00:00,22:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
126,1,170,,4,2026-07-14,07:00:00,08:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
127,1,175,,4,2026-07-14,08:00:00,09:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
128,1,180,,4,2026-07-14,09:00:00,10:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
129,1,185,,4,2026-07-14,10:00:00,14:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
130,1,190,,4,2026-07-14,14:00:00,15:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
131,1,195,,4,2026-07-14,15:00:00,17:00:00,50,0,False,2026-07-11 20:46:00.018161+00:00,2026-07-11 20:46:00.018161+00:00,
132,1,3,,1,2026-07-15,07:00:00,08:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
133,1,8,,1,2026-07-15,08:00:00,09:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
134,1,13,,1,2026-07-15,09:00:00,10:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
135,1,18,,1,2026-07-15,14:00:00,15:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
136,1,23,,1,2026-07-15,18:00:00,19:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
137,1,28,,1,2026-07-15,19:00:00,20:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
138,1,33,,1,2026-07-15,20:00:00,21:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
139,1,38,,1,2026-07-15,21:00:00,22:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
140,1,43,,3,2026-07-15,07:00:00,08:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
141,1,48,,3,2026-07-15,08:00:00,09:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
142,1,53,,3,2026-07-15,09:00:00,10:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
143,1,58,,3,2026-07-15,10:00:00,14:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
144,1,63,,3,2026-07-15,14:00:00,15:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
145,1,68,,3,2026-07-15,15:00:00,17:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
146,1,73,,3,2026-07-15,18:00:00,19:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
147,1,78,,3,2026-07-15,19:00:00,20:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
148,1,3,,1,2026-07-15,07:00:00,08:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
149,1,8,,1,2026-07-15,08:00:00,09:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
150,1,13,,1,2026-07-15,09:00:00,10:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
151,1,18,,1,2026-07-15,14:00:00,15:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
152,1,23,,1,2026-07-15,18:00:00,19:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
153,1,28,,1,2026-07-15,19:00:00,20:00:00,16,1,False,2026-07-11 20:46:05.041717+00:00,2026-07-12 00:32:14.990075+00:00,
154,1,33,,1,2026-07-15,20:00:00,21:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
155,1,38,,1,2026-07-15,21:00:00,22:00:00,16,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
156,1,43,,3,2026-07-15,07:00:00,08:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
157,1,48,,3,2026-07-15,08:00:00,09:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
158,1,53,,3,2026-07-15,09:00:00,10:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
159,1,58,,3,2026-07-15,10:00:00,14:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
160,1,63,,3,2026-07-15,14:00:00,15:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
161,1,68,,3,2026-07-15,15:00:00,17:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
162,1,73,,3,2026-07-15,18:00:00,19:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
163,1,78,,3,2026-07-15,19:00:00,20:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
164,1,161,,3,2026-07-15,20:00:00,21:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
165,1,166,,3,2026-07-15,21:00:00,22:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
166,1,171,,4,2026-07-15,07:00:00,08:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
167,1,176,,4,2026-07-15,08:00:00,09:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
168,1,181,,4,2026-07-15,09:00:00,10:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
169,1,186,,4,2026-07-15,10:00:00,14:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
170,1,191,,4,2026-07-15,14:00:00,15:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
171,1,196,,4,2026-07-15,15:00:00,17:00:00,50,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
172,1,200,,5,2026-07-15,19:00:00,20:00:00,12,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
173,1,203,,5,2026-07-15,20:00:00,21:00:00,12,0,False,2026-07-11 20:46:05.041717+00:00,2026-07-11 20:46:05.041717+00:00,
174,1,4,,1,2026-07-16,07:00:00,08:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
175,1,9,,1,2026-07-16,08:00:00,09:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
176,1,14,,1,2026-07-16,09:00:00,10:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
177,1,19,,1,2026-07-16,14:00:00,15:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
178,1,24,,1,2026-07-16,18:00:00,19:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
179,1,29,,1,2026-07-16,19:00:00,20:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
180,1,34,,1,2026-07-16,20:00:00,21:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
181,1,39,,1,2026-07-16,21:00:00,22:00:00,16,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
182,1,44,,3,2026-07-16,07:00:00,08:00:00,50,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
183,1,49,,3,2026-07-16,08:00:00,09:00:00,50,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
184,1,54,,3,2026-07-16,09:00:00,10:00:00,50,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
185,1,59,,3,2026-07-16,10:00:00,14:00:00,50,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
186,1,64,,3,2026-07-16,14:00:00,15:00:00,50,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
187,1,69,,3,2026-07-16,15:00:00,17:00:00,50,0,False,2026-07-11 21:57:57.749908+00:00,2026-07-11 21:57:57.749908+00:00,
